lead_id,campaign_id,client_id,created_date,status,lead_score,city,acquisition_channel
LED00375,CAM0075,CLT040,2022-07-28,converted,13,Surabaya,TikTok
LED00376,CAM0061,CLT009,2023-11-12,lost,69,Malang,Email
LED00377,CAM0381,CLT030,2022-03-26,converted,43,Bekasi,Instagram
LED00378,CAM0169,CLT012,2023-11-29,contacted,1,Bogor,Instagram
LED00379,CAM0048,CLT035,2022-05-28,converted,90,Balikpapan,Email
LED00380,CAM0500,CLT019,2022-12-20,new,68,Bogor,Website
LED00381,CAM0176,CLT034,2024-10-13,contacted,82,Surabaya,
LED00382,CAM0201,CLT042,2022-03-23,lost,90,Makassar,Website
LED00383,CAM0044,CLT045,2022-09-05,new,83,Tangerang,Website
LED00384,CAM0381,CLT030,2022-04-21,new,38,Bandung,Website
LED00385,CAM0221,CLT010,2023-09-24,new,94,Yogyakarta,Instagram
LED00386,CAM0403,CLT045,2022-09-02,converted,40,Makassar,TikTok
LED00387,CAM0428,CLT035,2022-07-22,converted,51,Jakarta,Google
LED00388,CAM0429,CLT033,2023-10-01,contacted,57,Bekasi,Email
LED00389,CAM0156,CLT046,2024-11-03,lost,87,Tangerang,Facebook
LED00390,CAM0135,CLT020,2022-11-20,converted,20,Yogyakarta,TikTok
LED00391,CAM0224,CLT009,2023-03-03,new,74,Balikpapan,Instagram
LED00392,CAM0082,CLT003,2022-06-20,new,1,Bandung,Facebook
LED00393,CAM0236,CLT002,2022-12-23,qualified,58,Depok,Email
LED00394,CAM0295,CLT013,2022-09-07,contacted,67,Denpasar,Email
LED00395,CAM0193,CLT003,2023-05-01,lost,46,Bandung,TikTok
LED00396,CAM0098,CLT008,2022-12-11,qualified,1,Jakarta,Instagram
LED00397,CAM0220,CLT016,2024-03-23,qualified,68,Palembang,TikTok
LED00398,CAM0075,CLT040,2022-08-06,converted,10,Denpasar,
LED00399,CAM0214,CLT050,2023-08-28,contacted,23,Balikpapan,Facebook
LED00400,CAM0153,CLT031,2022-11-17,contacted,66,Bekasi,
LED00401,CAM0361,CLT049,2022-08-01,contacted,26,Yogyakarta,
LED00402,CAM0314,CLT004,2022-10-31,qualified,66,Malang,Instagram
LED00403,CAM0129,CLT008,2022-12-24,qualified,9,Makassar,Email
LED00404,CAM0013,CLT043,2023-12-08,qualified,80,Medan,
LED00405,CAM0464,CLT027,2022-02-18,new,83,Denpasar,Website
LED00406,CAM0043,CLT044,2023-11-14,new,94,Jakarta,Google
LED00407,CAM0319,CLT015,2024-10-27,new,96,Bandung,Google
LED00408,CAM0120,CLT029,2022-11-12,converted,99,Denpasar,Website
LED00409,CAM0377,CLT008,2023-02-15,converted,74,Balikpapan,TikTok
LED00410,CAM0284,CLT003,2022-11-12,contacted,72,Medan,Facebook
LED00411,CAM0069,CLT049,2024-06-05,qualified,68,Jakarta,Google
LED00412,CAM0175,CLT037,2024-11-21,new,97,Malang,Google
LED00413,CAM0213,CLT004,2022-07-23,converted,2,Bekasi,Website
LED00414,CAM0193,CLT003,2023-05-23,converted,74,Medan,Facebook
LED00415,CAM0392,CLT021,2022-04-16,contacted,98,Tangerang,Email
LED00416,CAM0028,CLT025,2022-03-19,converted,22,Bogor,Instagram
LED00417,CAM0363,CLT031,2022-06-27,contacted,6,Malang,
LED00418,CAM0129,CLT008,2022-12-09,qualified,98,Surabaya,Website
LED00419,CAM0198,CLT048,2024-06-07,contacted,60,Yogyakarta,Instagram
LED00420,CAM0482,CLT016,2023-12-11,new,13,Bekasi,
LED00421,CAM0425,CLT007,2024-06-24,converted,69,Denpasar,Google
LED00422,CAM0255,CLT045,2022-11-19,converted,85,Medan,Instagram
LED00423,CAM0047,CLT045,2024-07-31,qualified,67,Bogor,Email
LED00424,CAM0088,CLT010,2022-10-29,new,17,Palembang,Email
LED00425,CAM0357,CLT004,2024-04-27,converted,90,Tangerang,TikTok
LED00426,CAM0460,CLT007,2022-04-25,new,32,Depok,Facebook
LED00427,CAM0435,CLT004,2024-08-30,contacted,4,Bogor,TikTok
LED00428,CAM0378,CLT046,2022-05-07,lost,80,Malang,Email
LED00429,CAM0164,CLT012,2024-04-14,qualified,38,Balikpapan,TikTok
LED00430,CAM0306,CLT009,2023-06-21,new,25,Bogor,TikTok
LED00431,CAM0001,CLT029,2023-07-21,qualified,76,Yogyakarta,
LED00432,CAM0384,CLT026,2023-07-22,qualified,68,Balikpapan,
LED00433,CAM0457,CLT031,2022-10-31,qualified,38,Malang,Facebook
LED00434,CAM0083,CLT038,2024-08-27,qualified,40,Denpasar,Website
LED00435,CAM0365,CLT010,2023-01-22,converted,20,Yogyakarta,TikTok
LED00436,CAM0080,CLT042,2023-11-22,lost,84,Makassar,
LED00437,CAM0071,CLT014,2023-09-13,converted,4,Surabaya,Website
LED00438,CAM0095,CLT015,2024-09-01,qualified,8,Jakarta,Website
LED00439,CAM0408,CLT044,2023-10-02,contacted,70,Depok,Email
LED00440,CAM0377,CLT008,2023-03-11,new,36,Malang,Website
LED00441,CAM0266,CLT031,2022-07-16,converted,10,Depok,Google
LED00442,CAM0450,CLT034,2025-01-18,qualified,26,Bekasi,Google
LED00443,CAM0313,CLT002,2023-11-15,qualified,6,Palembang,Email
LED00444,CAM0252,CLT041,2022-10-26,qualified,75,Bandung,Google
LED00445,CAM0193,CLT003,2023-05-23,converted,75,Medan,
LED00446,CAM0211,CLT010,2022-07-09,converted,50,Surabaya,Email
LED00447,CAM0227,CLT002,2023-05-15,contacted,66,Makassar,Website
LED00448,CAM0229,CLT005,2024-10-04,qualified,20,Jakarta,
LED00449,CAM0395,CLT039,2025-01-07,qualified,31,Bekasi,
LED00450,CAM0225,CLT019,2023-06-24,new,81,Malang,
LED00451,CAM0387,CLT050,2022-09-28,converted,12,Tangerang,Email
LED00452,CAM0500,CLT019,2023-01-30,qualified,73,Depok,
LED00453,CAM0450,CLT034,2025-01-11,converted,66,Malang,Instagram
LED00454,CAM0080,CLT042,2023-12-15,new,1,Balikpapan,TikTok
LED00455,CAM0225,CLT019,2023-06-05,lost,5,Palembang,Website
LED00456,CAM0071,CLT014,2023-08-19,qualified,62,Malang,Facebook
LED00457,CAM0083,CLT038,2024-09-23,converted,71,Bekasi,
LED00458,CAM0129,CLT008,2022-12-18,contacted,85,Balikpapan,Website
LED00459,CAM0483,CLT023,2023-08-02,converted,6,Yogyakarta,TikTok
LED00460,CAM0409,CLT010,2023-03-06,new,59,Tangerang,Google
LED00461,CAM0363,CLT031,2022-07-17,qualified,25,Semarang,Facebook
LED00462,CAM0204,CLT001,2023-09-12,new,31,Bogor,TikTok
LED00463,CAM0061,CLT009,2023-12-01,contacted,28,Bandung,Email
LED00464,CAM0193,CLT003,2023-05-02,contacted,99,Semarang,Email
LED00465,CAM0246,CLT036,2024-04-21,qualified,12,Tangerang,
LED00466,CAM0275,CLT017,2024-06-11,converted,67,Medan,Facebook
LED00467,CAM0408,CLT044,2023-09-13,contacted,48,Tangerang,
LED00468,CAM0316,CLT041,2023-01-18,new,9,Medan,Google
LED00469,CAM0280,CLT047,2022-09-20,converted,97,Surabaya,Instagram
LED00470,CAM0127,CLT034,2022-06-21,contacted,52,Tangerang,Facebook
LED00471,CAM0247,CLT011,2023-04-04,contacted,100,Tangerang,TikTok
LED00472,CAM0355,CLT036,2023-08-06,lost,82,Makassar,
LED00473,CAM0500,CLT019,2023-02-03,qualified,7,Palembang,Website
LED00474,CAM0082,CLT003,2022-06-14,converted,35,Semarang,Email
LED00475,CAM0240,CLT024,2022-09-23,contacted,74,Malang,TikTok
LED00476,CAM0172,CLT046,2023-08-29,lost,93,Palembang,TikTok
LED00477,CAM0240,CLT024,2022-09-10,new,28,Surabaya,
LED00478,CAM0361,CLT049,2022-07-22,qualified,65,Depok,TikTok
LED00479,CAM0119,CLT024,2022-03-15,qualified,47,Makassar,TikTok
LED00480,CAM0407,CLT033,2022-10-22,contacted,86,Surabaya,Email
LED00481,CAM0386,CLT007,2024-11-10,contacted,51,Tangerang,
LED00482,CAM0439,CLT015,2023-09-06,contacted,73,Palembang,Facebook
LED00483,CAM0058,CLT039,2023-04-28,converted,85,Medan,Email
LED00484,CAM0378,CLT046,2022-04-11,contacted,12,Denpasar,Google
LED00485,CAM0485,CLT040,2022-08-30,qualified,45,Depok,
LED00486,CAM0424,CLT050,2022-05-31,qualified,50,Jakarta,TikTok
LED00487,CAM0266,CLT031,2022-07-08,contacted,61,Bogor,TikTok
LED00488,CAM0153,CLT031,2022-11-28,contacted,96,Depok,Google
LED00489,CAM0336,CLT049,2023-04-01,qualified,81,Makassar,Instagram
LED00490,CAM0156,CLT046,2024-11-14,converted,9,Makassar,
LED00491,CAM0001,CLT029,2023-07-15,new,10,Tangerang,Facebook
LED00492,CAM0387,CLT050,2022-10-07,qualified,83,Palembang,Instagram
LED00493,CAM0169,CLT012,2023-10-31,contacted,36,Depok,Google
LED00494,CAM0275,CLT017,2024-05-14,converted,76,Medan,Email
LED00495,CAM0467,CLT049,2024-10-20,contacted,37,Jakarta,TikTok
LED00496,CAM0421,CLT008,2023-05-16,converted,69,Denpasar,Facebook
LED00497,CAM0169,CLT012,2023-12-06,converted,99,Balikpapan,Facebook
LED00498,CAM0016,CLT049,2022-04-25,qualified,45,Balikpapan,Email
LED00499,CAM0428,CLT035,2022-05-13,converted,50,Bogor,Website
LED00500,CAM0467,CLT049,2024-09-26,new,54,Denpasar,Facebook
LED00501,CAM0252,CLT041,2022-11-11,new,54,Denpasar,TikTok
LED00502,CAM0245,CLT021,2022-04-24,new,41,Bogor,
LED00503,CAM0222,CLT017,2023-03-07,contacted,5,Surabaya,
LED00504,CAM0456,CLT026,2022-02-16,new,35,Bekasi,Facebook
LED00505,CAM0347,CLT013,2022-06-02,new,27,Bogor,
LED00506,CAM0246,CLT036,2024-06-10,converted,63,Semarang,TikTok
LED00507,CAM0364,CLT034,2022-11-06,new,79,Bandung,TikTok
LED00508,CAM0195,CLT026,2023-10-30,converted,16,Medan,TikTok
LED00509,CAM0172,CLT046,2023-08-29,converted,32,Malang,
LED00510,CAM0490,CLT025,2024-02-02,new,47,Denpasar,TikTok
LED00511,CAM0180,CLT050,2024-02-14,qualified,71,Denpasar,Instagram
LED00512,CAM0141,CLT004,2024-09-21,lost,28,Bandung,
LED00513,CAM0334,CLT034,2024-11-12,lost,49,Balikpapan,Email
LED00514,CAM0361,CLT049,2022-08-11,contacted,82,Surabaya,Facebook
LED00515,CAM0284,CLT003,2022-12-02,qualified,12,Medan,Google
LED00516,CAM0357,CLT004,2024-04-09,new,42,Jakarta,Website
LED00517,CAM0100,CLT024,2024-02-28,contacted,93,Yogyakarta,
LED00518,CAM0476,CLT006,2024-02-02,contacted,33,Balikpapan,Email
LED00519,CAM0327,CLT027,2023-07-23,qualified,69,Balikpapan,
LED00520,CAM0316,CLT041,2023-01-21,converted,61,Malang,
LED00521,CAM0135,CLT020,2022-12-19,new,36,Denpasar,Google
LED00522,CAM0419,CLT011,2024-04-29,converted,88,Makassar,
LED00523,CAM0170,CLT049,2023-11-24,contacted,12,Bandung,
LED00524,CAM0154,CLT034,2024-10-13,qualified,76,Palembang,TikTok
LED00525,CAM0190,CLT031,2023-09-21,new,89,Jakarta,
LED00526,CAM0170,CLT049,2023-09-12,converted,57,Makassar,Facebook
LED00527,CAM0381,CLT030,2022-04-18,qualified,25,Jakarta,
LED00528,CAM0403,CLT045,2022-09-17,qualified,13,Bogor,
LED00529,CAM0403,CLT045,2022-10-01,contacted,27,Bekasi,
LED00530,CAM0055,CLT003,2023-10-21,new,30,Denpasar,Google
LED00531,CAM0280,CLT047,2022-10-21,qualified,14,Malang,
LED00532,CAM0011,CLT038,2022-04-24,converted,59,Bandung,
LED00533,CAM0028,CLT025,2022-04-03,converted,41,Denpasar,Website
LED00534,CAM0176,CLT034,2024-10-02,contacted,53,Depok,Instagram
LED00535,CAM0327,CLT027,2023-08-08,new,55,Palembang,
LED00536,CAM0340,CLT007,2023-09-03,contacted,10,Semarang,Email
LED00537,CAM0155,CLT040,2023-08-17,lost,52,Jakarta,Instagram
LED00538,CAM0034,CLT020,2023-06-20,contacted,65,Denpasar,
LED00539,CAM0497,CLT048,2024-02-19,converted,90,Jakarta,Google
LED00540,CAM0391,CLT004,2024-12-12,new,95,Bandung,
LED00541,CAM0060,CLT010,2022-05-27,new,53,Makassar,
LED00542,CAM0021,CLT005,2023-12-11,contacted,41,Bogor,
LED00543,CAM0347,CLT013,2022-06-04,new,52,Denpasar,
LED00544,CAM0141,CLT004,2024-09-03,lost,18,Palembang,Facebook
LED00545,CAM0080,CLT042,2023-11-10,new,41,Yogyakarta,
LED00546,CAM0496,CLT007,2023-04-24,new,23,Jakarta,
LED00547,CAM0212,CLT044,2024-03-21,new,85,Bogor,Instagram
LED00548,CAM0363,CLT031,2022-05-31,new,27,Medan,
LED00549,CAM0315,CLT046,2022-08-14,contacted,25,Yogyakarta,Instagram
LED00550,CAM0378,CLT046,2022-04-13,qualified,49,Bandung,
LED00551,CAM0456,CLT026,2022-02-21,contacted,33,Semarang,Website
LED00552,CAM0478,CLT019,2024-12-13,converted,28,Medan,Facebook
LED00553,CAM0104,CLT008,2022-04-08,qualified,79,Makassar,Google
LED00554,CAM0240,CLT024,2022-08-22,contacted,56,Denpasar,Website
LED00555,CAM0112,CLT019,2022-04-25,contacted,75,Semarang,Email
LED00556,CAM0141,CLT004,2024-09-17,lost,61,Depok,Email
LED00557,CAM0495,CLT035,2023-09-22,contacted,82,Depok,Website
LED00558,CAM0207,CLT020,2022-03-11,converted,46,Denpasar,Facebook
LED00559,CAM0478,CLT019,2024-11-22,contacted,52,Semarang,TikTok
LED00560,CAM0466,CLT017,2024-06-28,converted,63,Malang,Google
LED00561,CAM0221,CLT010,2023-08-09,qualified,66,Jakarta,Email
LED00562,CAM0364,CLT034,2022-12-01,qualified,61,Malang,Google
LED00563,CAM0211,CLT010,2022-06-21,contacted,90,Semarang,Website
LED00564,CAM0088,CLT010,2022-11-04,qualified,98,Denpasar,Google
LED00565,CAM0245,CLT021,2022-06-05,contacted,27,Tangerang,Google
LED00566,CAM0340,CLT007,2023-09-30,new,71,Balikpapan,Website
LED00567,CAM0199,CLT037,2023-12-08,new,97,Denpasar,Email
LED00568,CAM0289,CLT047,2022-11-19,converted,14,Semarang,
LED00569,CAM0271,CLT019,2023-09-15,contacted,90,Balikpapan,Email
LED00570,CAM0236,CLT002,2022-12-15,lost,42,Medan,Facebook
LED00571,CAM0120,CLT029,2022-11-14,qualified,96,Denpasar,Website
LED00572,CAM0141,CLT004,2024-10-02,converted,13,Denpasar,
LED00573,CAM0419,CLT011,2024-04-23,new,76,Depok,TikTok
LED00574,CAM0134,CLT032,2023-09-25,converted,85,Bandung,Website
LED00575,CAM0231,CLT042,2024-04-04,qualified,65,Bandung,Email
LED00576,CAM0061,CLT009,2023-11-19,qualified,60,Bandung,Email
LED00577,CAM0016,CLT049,2022-05-01,new,61,Surabaya,Facebook
LED00578,CAM0214,CLT050,2023-07-21,qualified,13,Medan,Instagram
LED00579,CAM0316,CLT041,2023-03-11,qualified,92,Jakarta,Website
LED00580,CAM0329,CLT043,2023-02-17,qualified,27,Bandung,Website
LED00581,CAM0075,CLT040,2022-07-15,contacted,76,Malang,Facebook
LED00582,CAM0175,CLT037,2024-11-29,qualified,83,Medan,
LED00583,CAM0479,CLT045,2024-09-26,lost,22,Denpasar,Email
LED00584,CAM0481,CLT044,2024-06-07,contacted,27,Balikpapan,TikTok
LED00585,CAM0466,CLT017,2024-06-10,converted,18,Bogor,
LED00586,CAM0342,CLT039,2022-04-28,new,34,Tangerang,Website
LED00587,CAM0482,CLT016,2023-12-23,new,24,Depok,Instagram
LED00588,CAM0229,CLT005,2024-10-27,lost,12,Bekasi,TikTok
LED00589,CAM0228,CLT044,2023-06-08,converted,88,Balikpapan,
LED00590,CAM0327,CLT027,2023-07-12,contacted,15,Jakarta,Website
LED00591,CAM0064,CLT015,2022-03-19,new,99,Bekasi,
LED00592,CAM0016,CLT049,2022-04-23,qualified,73,Bekasi,Facebook
LED00593,CAM0158,CLT019,2022-07-27,converted,97,Bandung,
LED00594,CAM0112,CLT019,2022-04-22,contacted,28,Makassar,Google
LED00595,CAM0387,CLT050,2022-11-17,qualified,88,Medan,Facebook
LED00596,CAM0315,CLT046,2022-09-14,new,70,Malang,Website
LED00597,CAM0396,CLT024,2024-08-04,new,56,Makassar,Instagram
LED00598,CAM0354,CLT014,2024-04-20,new,33,Balikpapan,
LED00599,CAM0323,CLT042,2022-12-11,new,75,Depok,Google
LED00600,CAM0408,CLT044,2023-08-19,lost,40,Depok,
LED00601,CAM0090,CLT043,2022-07-15,new,54,Balikpapan,TikTok
LED00602,CAM0071,CLT014,2023-09-10,qualified,10,Balikpapan,Email
LED00603,CAM0364,CLT034,2022-11-07,contacted,99,Yogyakarta,Instagram
LED00604,CAM0154,CLT034,2024-10-02,lost,71,Medan,Google
LED00605,CAM0086,CLT024,2024-04-20,contacted,55,Jakarta,Instagram
LED00606,CAM0403,CLT045,2022-10-01,converted,63,Palembang,Instagram
LED00607,CAM0349,CLT016,2024-07-08,contacted,8,Bandung,TikTok
LED00608,CAM0193,CLT003,2023-05-21,new,64,Bandung,Instagram
LED00609,CAM0118,CLT002,2024-06-20,lost,88,Medan,
LED00610,CAM0482,CLT016,2023-12-02,new,86,Palembang,TikTok
LED00611,CAM0003,CLT008,2023-04-28,qualified,12,Medan,Email
LED00612,CAM0059,CLT030,2022-07-21,new,81,Medan,TikTok
LED00613,CAM0190,CLT031,2023-09-16,qualified,99,Balikpapan,Instagram
LED00614,CAM0357,CLT004,2024-04-20,qualified,48,Makassar,Website
LED00615,CAM0214,CLT050,2023-08-20,qualified,10,Yogyakarta,
LED00616,CAM0328,CLT037,2022-11-13,new,39,Bekasi,TikTok
LED00617,CAM0069,CLT049,2024-06-20,qualified,74,Medan,
LED00618,CAM0095,CLT015,2024-09-02,converted,45,Medan,
LED00619,CAM0500,CLT019,2022-12-13,new,43,Yogyakarta,Instagram
LED00620,CAM0196,CLT020,2024-10-21,qualified,85,Surabaya,TikTok
LED00621,CAM0221,CLT010,2023-07-28,qualified,44,Surabaya,Google
LED00622,CAM0193,CLT003,2023-04-12,lost,40,Balikpapan,Email
LED00623,CAM0050,CLT014,2023-03-01,new,63,Bogor,Google
LED00624,CAM0464,CLT027,2022-01-23,lost,77,Bogor,Website
LED00625,CAM0363,CLT031,2022-06-30,qualified,55,Denpasar,Google
LED00626,CAM0355,CLT036,2023-08-20,qualified,29,Jakarta,Website
LED00627,CAM0016,CLT049,2022-05-09,new,90,Bogor,Email
LED00628,CAM0201,CLT042,2022-03-24,qualified,52,Yogyakarta,Email
LED00629,CAM0209,CLT007,2023-05-09,lost,24,Makassar,Facebook
LED00630,CAM0377,CLT008,2023-02-16,qualified,52,Surabaya,
LED00631,CAM0431,CLT035,2022-12-03,qualified,34,Denpasar,Instagram
LED00632,CAM0497,CLT048,2024-01-09,qualified,6,Bandung,
LED00633,CAM0172,CLT046,2023-10-21,converted,29,Jakarta,Instagram
LED00634,CAM0467,CLT049,2024-10-09,qualified,24,Medan,TikTok
LED00635,CAM0025,CLT032,2025-01-22,qualified,1,Jakarta,Instagram
LED00636,CAM0377,CLT008,2023-03-09,qualified,87,Medan,Instagram
LED00637,CAM0458,CLT011,2024-07-29,qualified,19,Jakarta,
LED00638,CAM0269,CLT006,2022-11-01,contacted,93,Bandung,
LED00639,CAM0072,CLT012,2023-05-31,converted,30,Surabaya,
LED00640,CAM0328,CLT037,2022-11-15,contacted,20,Medan,
LED00641,CAM0011,CLT038,2022-04-27,contacted,68,Yogyakarta,Facebook
LED00642,CAM0205,CLT012,2024-12-28,new,12,Jakarta,
LED00643,CAM0415,CLT012,2022-10-20,converted,15,Yogyakarta,Website
LED00644,CAM0212,CLT044,2024-03-03,lost,32,Semarang,
LED00645,CAM0387,CLT050,2022-09-28,lost,100,Makassar,Google
LED00646,CAM0083,CLT038,2024-07-31,lost,17,Balikpapan,Website
LED00647,CAM0471,CLT006,2024-01-30,qualified,90,Balikpapan,Email
LED00648,CAM0387,CLT050,2022-11-10,qualified,77,Malang,Instagram
LED00649,CAM0259,CLT032,2024-01-29,contacted,70,Jakarta,
LED00650,CAM0483,CLT023,2023-07-10,new,80,Medan,Instagram
LED00651,CAM0495,CLT035,2023-10-22,contacted,79,Semarang,Instagram
LED00652,CAM0497,CLT048,2024-01-24,lost,84,Medan,Instagram
LED00653,CAM0169,CLT012,2023-11-24,converted,37,Bogor,TikTok
LED00654,CAM0366,CLT041,2023-07-23,converted,11,Depok,
LED00655,CAM0303,CLT028,2024-10-30,converted,29,Malang,TikTok
LED00656,CAM0202,CLT009,2022-06-20,converted,87,Yogyakarta,Instagram
LED00657,CAM0259,CLT032,2024-02-02,converted,19,Bandung,Email
LED00658,CAM0125,CLT024,2023-03-16,contacted,93,Denpasar,Facebook
LED00659,CAM0353,CLT015,2023-07-19,contacted,42,Semarang,Website
LED00660,CAM0289,CLT047,2022-11-17,qualified,90,Malang,Google
LED00661,CAM0013,CLT043,2023-12-12,contacted,1,Palembang,Email
LED00662,CAM0236,CLT002,2023-01-10,qualified,89,Medan,Instagram
LED00663,CAM0205,CLT012,2024-12-18,qualified,55,Jakarta,Website
LED00664,CAM0213,CLT004,2022-06-09,lost,43,Denpasar,
LED00665,CAM0255,CLT045,2022-11-11,contacted,48,Makassar,Google
LED00666,CAM0028,CLT025,2022-03-17,qualified,54,Bandung,TikTok
LED00667,CAM0126,CLT036,2022-10-06,converted,76,Balikpapan,Google
LED00668,CAM0328,CLT037,2022-11-12,new,3,Tangerang,Email
LED00669,CAM0164,CLT012,2024-04-17,qualified,79,Surabaya,Website
LED00670,CAM0377,CLT008,2023-03-22,qualified,59,Malang,Google
LED00671,CAM0479,CLT045,2024-10-18,contacted,69,Medan,Instagram
LED00672,CAM0391,CLT004,2024-11-24,contacted,23,Yogyakarta,Google
LED00673,CAM0176,CLT034,2024-10-14,new,11,Makassar,Google
LED00674,CAM0408,CLT044,2023-08-25,contacted,43,Semarang,
LED00675,CAM0141,CLT004,2024-09-15,converted,69,Semarang,
LED00676,CAM0188,CLT027,2023-02-21,contacted,4,Denpasar,Website
LED00677,CAM0098,CLT008,2022-12-26,converted,21,Medan,Instagram
LED00678,CAM0094,CLT047,2024-02-09,qualified,98,Yogyakarta,
LED00679,CAM0125,CLT024,2023-02-25,converted,77,Medan,Email
LED00680,CAM0205,CLT012,2024-12-20,contacted,82,Tangerang,Google
LED00681,CAM0464,CLT027,2022-02-01,qualified,36,Jakarta,Instagram
LED00682,CAM0476,CLT006,2023-12-22,converted,89,Bekasi,Facebook
LED00683,CAM0354,CLT014,2024-04-04,qualified,63,Medan,
LED00684,CAM0088,CLT010,2022-11-24,new,39,Bandung,Instagram
LED00685,CAM0228,CLT044,2023-06-09,qualified,16,Semarang,Facebook
LED00686,CAM0395,CLT039,2024-12-07,converted,52,Denpasar,
LED00687,CAM0355,CLT036,2023-08-15,qualified,51,Yogyakarta,Instagram
LED00688,CAM0073,CLT005,2022-05-12,lost,28,Bandung,
LED00689,CAM0479,CLT045,2024-10-01,converted,6,Medan,
LED00690,CAM0315,CLT046,2022-09-13,qualified,20,Jakarta,
LED00691,CAM0236,CLT002,2022-12-09,converted,74,Yogyakarta,Instagram
LED00692,CAM0378,CLT046,2022-04-22,contacted,63,Bekasi,Facebook
LED00693,CAM0284,CLT003,2022-11-09,converted,8,Depok,
LED00694,CAM0013,CLT043,2023-11-30,lost,56,Bandung,Google
LED00695,CAM0213,CLT004,2022-06-14,contacted,92,Bogor,TikTok
LED00696,CAM0392,CLT021,2022-05-19,converted,95,Semarang,Website
LED00697,CAM0204,CLT001,2023-10-01,contacted,58,Bekasi,
LED00698,CAM0365,CLT010,2023-01-09,contacted,100,Semarang,
LED00699,CAM0417,CLT010,2022-06-05,contacted,30,Bandung,
LED00700,CAM0220,CLT016,2024-03-19,qualified,99,Bandung,Website
LED00701,CAM0166,CLT034,2024-12-10,qualified,37,Palembang,Email
LED00702,CAM0139,CLT047,2023-01-18,new,79,Medan,Instagram
LED00703,CAM0430,CLT026,2024-09-19,contacted,14,Balikpapan,Email
LED00704,CAM0051,CLT050,2022-02-17,qualified,54,Bogor,TikTok
LED00705,CAM0240,CLT024,2022-09-12,new,61,Depok,Email
LED00706,CAM0431,CLT035,2022-11-18,new,74,Surabaya,
LED00707,CAM0328,CLT037,2022-11-13,converted,71,Jakarta,TikTok
LED00708,CAM0228,CLT044,2023-06-22,new,8,Surabaya,Website
LED00709,CAM0075,CLT040,2022-07-31,new,62,Depok,TikTok
LED00710,CAM0327,CLT027,2023-08-10,qualified,81,Palembang,
LED00711,CAM0275,CLT017,2024-05-19,contacted,20,Yogyakarta,Facebook
LED00712,CAM0395,CLT039,2025-01-08,new,20,Bandung,Website
LED00713,CAM0496,CLT007,2023-03-26,qualified,93,Medan,Website
LED00714,CAM0380,CLT050,2023-07-11,qualified,11,Bandung,TikTok
LED00715,CAM0169,CLT012,2023-11-03,converted,6,Jakarta,Instagram
LED00716,CAM0428,CLT035,2022-06-10,qualified,73,Malang,Facebook
LED00717,CAM0316,CLT041,2023-03-05,converted,32,Bogor,
LED00718,CAM0403,CLT045,2022-08-10,contacted,56,Semarang,
LED00719,CAM0354,CLT014,2024-06-16,converted,49,Bekasi,TikTok
LED00720,CAM0119,CLT024,2022-03-16,qualified,92,Medan,Website
LED00721,CAM0064,CLT015,2022-03-26,converted,64,Denpasar,Email
LED00722,CAM0201,CLT042,2022-03-29,new,27,Balikpapan,Google
LED00723,CAM0313,CLT002,2023-11-19,new,100,Medan,
LED00724,CAM0387,CLT050,2022-09-28,qualified,90,Denpasar,Facebook
LED00725,CAM0222,CLT017,2023-03-14,contacted,48,Bandung,Facebook
LED00726,CAM0460,CLT007,2022-04-08,qualified,36,Semarang,
LED00727,CAM0202,CLT009,2022-06-03,contacted,87,Denpasar,Google
LED00728,CAM0188,CLT027,2023-02-12,converted,34,Tangerang,TikTok
LED00729,CAM0246,CLT036,2024-06-21,contacted,22,Medan,Facebook
LED00730,CAM0466,CLT017,2024-07-29,contacted,3,Medan,Instagram
LED00731,CAM0228,CLT044,2023-06-20,new,75,Surabaya,TikTok
LED00732,CAM0334,CLT034,2024-10-22,contacted,15,Surabaya,Google
LED00733,CAM0467,CLT049,2024-09-18,qualified,54,Bogor,TikTok
LED00734,CAM0289,CLT047,2022-11-07,converted,41,Bogor,Email
LED00735,CAM0013,CLT043,2024-01-02,converted,88,Balikpapan,Google
LED00736,CAM0156,CLT046,2024-10-06,new,15,Medan,
LED00737,CAM0245,CLT021,2022-06-14,converted,24,Surabaya,Instagram
LED00738,CAM0448,CLT031,2022-04-04,contacted,71,Palembang,TikTok
LED00739,CAM0396,CLT024,2024-09-11,converted,1,Medan,Email
LED00740,CAM0202,CLT009,2022-06-20,lost,48,Bandung,Facebook
LED00741,CAM0495,CLT035,2023-10-10,contacted,59,Jakarta,Instagram
LED00742,CAM0118,CLT002,2024-06-23,converted,12,Medan,Facebook
LED00743,CAM0252,CLT041,2022-11-17,converted,100,Yogyakarta,Facebook
LED00744,CAM0112,CLT019,2022-05-06,converted,89,Jakarta,Facebook
LED00745,CAM0334,CLT034,2024-10-03,contacted,51,Makassar,
LED00746,CAM0225,CLT019,2023-06-30,lost,26,Denpasar,TikTok
LED00747,CAM0367,CLT049,2024-07-05,converted,67,Denpasar,
LED00748,CAM0116,CLT011,2024-07-04,new,18,Balikpapan,
LED00749,CAM0456,CLT026,2022-02-17,new,93,Depok,Instagram
LED00750,CAM0306,CLT009,2023-07-02,qualified,50,Palembang,Facebook
LED00751,CAM0143,CLT013,2022-06-26,contacted,55,Palembang,Facebook
