campaign_id,client_id,campaign_name,channel,start_date,end_date,budget_idr,actual_spend_idr,objective,status
CAM0252,CLT041,Q4 Performance Push,LinkedIn,2022-10-13,2022-11-22,18000000,18199585,conversions,completed
CAM0253,CLT035,Q4 Performance Push,IG,2022-12-11,2023-02-04,50000000,45426346,conversions,active
CAM0254,CLT033,Retargeting Q4,Facebook,2022-10-05,2022-12-10,8000000,8387977,traffic,completed
CAM0255,CLT045,App Install Drive 2022,Google,2022-10-27,2022-12-21,20000000,20045894,lead_gen,active
CAM0256,CLT032,App Install Drive 2023,IG,2023-07-05,2023-09-10,29000000,27271551,awareness,active
CAM0257,CLT026,Ramadan Sale 2024,TikTok,2024-01-26,2024-04-07,36000000,32956482,awareness,completed
CAM0258,CLT047,Harbolnas 2022,TikTok,2022-05-10,2022-07-31,30000000,26806979,traffic,completed
CAM0259,CLT032,Retargeting Q4,Instagram,2023-11-23,2024-02-15,41000000,35920872,lead_gen,completed
CAM0260,CLT022,Independence Day 2022,Facebook,2022-04-05,2022-05-01,45000000,45305007,awareness,completed
CAM0261,CLT008,Harbolnas 2024,Google,2024-06-22,2024-09-02,5000000,5241838,traffic,active
CAM0262,CLT045,New Year Campaign 2022,TikTok,2022-11-22,2023-01-10,10000000,9809175,awareness,paused
CAM0263,CLT024,Conversion Boost 2022,Google,2022-04-17,2022-06-20,45000000,40999583,traffic,completed
CAM0264,CLT028,Q1 Performance Push,Facebook,2022-01-03,2022-02-13,35000000,30295571,traffic,completed
CAM0265,CLT034,Harbolnas 2022,Facebook,2022-01-17,2022-03-15,12000000,12571571,traffic,active
CAM0266,CLT031,Holiday Sale 2022,Instagram,2022-07-02,2022-07-29,11000000,10039373,conversions,completed
CAM0267,CLT009,Ramadan Sale 2022,instagram,2022-09-30,2022-11-01,9000000,8604914,app_installs,completed
CAM0268,CLT042,Independence Day 2023,Instagram,2023-03-13,2023-04-15,31000000,30169671,traffic,completed
CAM0269,CLT006,Harbolnas 2022,Google,2022-09-10,2022-12-08,29000000,26688906,conversions,completed
CAM0270,CLT009,Conversion Boost 2022,IG,2022-06-22,2022-08-06,40000000,38807992,app_installs,completed
CAM0271,CLT019,Year End Promo 2023,Facebook,2023-09-10,2023-10-20,38000000,36912644,lead_gen,completed
CAM0272,CLT019,App Install Drive 2024,Google,2024-10-10,2024-12-12,12000000,10778596,app_installs,completed
CAM0273,CLT005,Retargeting Q1,Facebook,2024-01-10,2024-03-04,13000000,12055779,app_installs,completed
CAM0274,CLT027,Brand Awareness Q4,instagram,2022-12-20,2023-03-04,9000000,7680040,awareness,completed
CAM0275,CLT017,Christmas Sale 2024,Instagram,2024-03-26,2024-06-12,23000000,22441425,lead_gen,completed
CAM0276,CLT028,Christmas Sale 2022,Facebook,2022-11-09,2022-12-28,10000000,9119813,traffic,active
CAM0277,CLT010,Retargeting Q2,YouTube,2022-05-16,2022-07-08,49000000,45937363,traffic,completed
CAM0278,CLT004,New Year Campaign 2022,Instagram,2022-08-26,2022-11-06,44000000,42757725,traffic,completed
CAM0279,CLT008,Christmas Sale 2022,Instagram,2022-01-24,2022-02-27,36000000,37461716,app_installs,completed
CAM0280,CLT047,Ramadan Sale 2022,Instagram,2022-09-17,2022-11-04,12000000,12051432,conversions,completed
CAM0281,CLT028,Independence Day 2023,Instagram,2023-06-23,2023-09-18,45000000,38943630,app_installs,completed
CAM0282,CLT024,Brand Awareness Q4,IG,2022-12-08,2023-02-07,15000000,13515348,app_installs,active
CAM0283,CLT044,Ramadan Sale 2024,Google,2024-11-08,2024-11-22,7000000,7152164,traffic,completed
CAM0284,CLT003,Holiday Sale 2022,YouTube,2022-11-04,2022-12-10,7000000,6724010,lead_gen,completed
CAM0285,CLT015,Brand Awareness Q4,Instagram,2023-10-18,2023-12-05,9000000,8678764,app_installs,completed
CAM0286,CLT044,Brand Awareness Q2,Google,2023-04-03,2023-06-22,7000000,7285711,lead_gen,completed
CAM0287,CLT019,Back to School 2023,TikTok,2023-11-02,2023-11-27,40000000,37653969,traffic,completed
CAM0288,CLT019,Independence Day 2023,TikTok,2023-05-12,2023-07-24,28000000,27113469,traffic,paused
CAM0289,CLT047,Christmas Sale 2022,Google,2022-11-05,2022-11-19,31000000,26498243,conversions,completed
CAM0290,CLT041,Conversion Boost 2023,Facebook,2023-11-18,2023-12-02,47000000,43486983,conversions,active
CAM0291,CLT007,Lead Gen Property,Instagram,2024-05-09,2024-07-24,8000000,8356094,conversions,completed
CAM0292,CLT006,Independence Day 2024,Instagram,2024-11-30,2025-02-04,49000000,50426663,awareness,completed
CAM0293,CLT038,Harbolnas 2024,Instagram,2024-03-18,2024-04-10,42000000,40469694,traffic,paused
CAM0294,CLT016,Year End Promo 2024,Instagram,2024-03-15,2024-05-09,25000000,23513789,awareness,completed
CAM0295,CLT013,Independence Day 2022,instagram,2022-08-12,2022-09-14,11000000,9711624,conversions,paused
CAM0296,CLT027,Retargeting Q1,Instagram,2023-03-02,2023-05-12,24000000,22624063,awareness,completed
CAM0297,CLT006,Back to School 2023,instagram,2023-09-16,2023-10-05,18000000,18309329,traffic,completed
CAM0298,CLT006,New Year Campaign 2024,TikTok,2024-03-22,2024-06-09,8000000,7883493,traffic,completed
CAM0299,CLT002,Awareness Launch 2023,YouTube,2023-05-27,2023-06-22,34000000,29592969,traffic,completed
CAM0300,CLT008,Back to School 2023,instagram,2023-04-01,2023-05-01,17000000,17250489,awareness,completed
CAM0301,CLT038,Independence Day 2022,Facebook,2022-02-14,2022-03-08,17000000,17518486,traffic,paused
CAM0302,CLT006,Holiday Sale 2022,TikTok,2022-09-08,2022-09-27,34000000,29244336,app_installs,completed
CAM0303,CLT028,Lead Gen Fintech,YouTube,2024-10-13,2024-10-30,29000000,28612634,conversions,completed
CAM0304,CLT014,Q3 Performance Push,TikTok,2023-07-28,2023-10-07,14000000,11997018,app_installs,completed
CAM0305,CLT016,New Year Campaign 2024,YouTube,2024-04-23,2024-07-16,35000000,30176853,lead_gen,completed
CAM0306,CLT009,Awareness Launch 2023,LinkedIn,2023-05-26,2023-08-17,6000000,6287284,conversions,paused
CAM0307,CLT031,New Year Campaign 2023,YouTube,2023-12-06,2024-03-01,37000000,33829872,traffic,completed
CAM0308,CLT002,Independence Day 2022,Instagram,2022-03-02,2022-04-20,8000000,8093846,app_installs,completed
CAM0309,CLT023,New Year Campaign 2022,Google,2022-11-23,2022-12-19,20000000,19627457,app_installs,completed
CAM0310,CLT048,Q1 Performance Push,Instagram,2024-03-06,2024-05-04,16000000,14163521,conversions,completed
CAM0311,CLT048,Q1 Performance Push,LinkedIn,2022-02-27,2022-04-27,41000000,39471573,traffic,completed
CAM0312,CLT032,Q4 Performance Push,Google,2024-10-01,2024-10-19,10000000,8612335,traffic,completed
CAM0313,CLT002,Lead Gen Property,Facebook,2023-11-11,2023-12-20,13000000,11935973,conversions,active
CAM0314,CLT004,Brand Awareness Q4,IG,2022-10-18,2022-11-15,38000000,38841087,conversions,completed
CAM0315,CLT046,Lead Gen FMCG,YouTube,2022-07-26,2022-09-21,24000000,21948495,lead_gen,completed
CAM0316,CLT041,Q4 Performance Push,TikTok,2022-12-23,2023-03-18,49000000,50368082,conversions,completed
CAM0317,CLT015,Lead Gen F&B,Google,2024-02-14,2024-04-07,49000000,44536269,awareness,completed
CAM0318,CLT045,Awareness Launch 2022,YouTube,2022-03-08,2022-04-14,43000000,39286665,app_installs,completed
CAM0319,CLT015,Year End Promo 2024,Facebook,2024-10-13,2024-11-14,26000000,25975785,conversions,completed
CAM0320,CLT021,Year End Promo 2023,Instagram,2023-11-19,2024-01-29,5000000,4515212,awareness,completed
CAM0321,CLT023,Harbolnas 2022,Instagram,2022-01-03,2022-01-23,29000000,27191676,traffic,completed
CAM0322,CLT027,Independence Day 2023,YouTube,2023-12-21,2024-03-13,29000000,25238285,app_installs,completed
CAM0323,CLT042,Ramadan Sale 2022,Google,2022-11-30,2023-02-09,9000000,9088550,conversions,completed
CAM0324,CLT002,Lead Gen Property,Instagram,2022-06-01,2022-07-28,15000000,15413793,awareness,completed
CAM0325,CLT036,Conversion Boost 2023,Facebook,2023-11-24,2024-02-22,44000000,45260390,awareness,active
CAM0326,CLT028,Year End Promo 2024,Google,2024-06-08,2024-07-12,8000000,6962012,traffic,completed
CAM0327,CLT027,Ramadan Sale 2023,LinkedIn,2023-06-28,2023-08-17,24000000,21540231,lead_gen,completed
CAM0328,CLT037,Brand Awareness Q4,YouTube,2022-11-11,2022-12-01,28000000,23821367,conversions,completed
CAM0329,CLT043,App Install Drive 2023,YouTube,2023-02-13,2023-03-11,6000000,5348343,conversions,active
CAM0330,CLT006,App Install Drive 2023,Facebook,2023-09-24,2023-11-27,35000000,33173677,conversions,completed
CAM0331,CLT006,Independence Day 2023,YouTube,2023-01-14,2023-03-16,29000000,26792529,awareness,completed
CAM0332,CLT017,Awareness Launch 2023,TikTok,2023-04-09,2023-05-27,41000000,35355442,awareness,completed
CAM0333,CLT006,Retargeting Q2,LinkedIn,2024-04-27,2024-07-25,19000000,18253687,lead_gen,paused
CAM0334,CLT034,Brand Awareness Q3,LinkedIn,2024-08-30,2024-11-25,20000000,18905049,lead_gen,completed
CAM0335,CLT046,Lead Gen FMCG,IG,2024-11-24,2025-02-19,48000000,50234445,awareness,completed
CAM0336,CLT049,Brand Awareness Q1,Google,2023-03-10,2023-04-17,13000000,11160957,lead_gen,completed
CAM0337,CLT013,Christmas Sale 2023,Google,2023-06-13,2023-08-06,9000000,7806649,lead_gen,completed
CAM0338,CLT036,Q4 Performance Push,Instagram,2024-11-30,2025-02-10,5000000,5036550,app_installs,active
CAM0339,CLT034,Q2 Performance Push,Facebook,2024-04-28,2024-05-31,14000000,13486462,awareness,completed
CAM0340,CLT007,New Year Campaign 2023,Facebook,2023-08-09,2023-10-30,27000000,27690625,lead_gen,completed
CAM0341,CLT042,Lead Gen F&B,LinkedIn,2024-08-26,2024-09-13,16000000,14481325,app_installs,paused
CAM0342,CLT039,Ramadan Sale 2022,YouTube,2022-03-21,2022-05-24,26000000,25690671,lead_gen,completed
CAM0343,CLT018,Independence Day 2023,Facebook,2023-11-23,2024-01-14,24000000,21745663,awareness,active
CAM0344,CLT015,Q2 Performance Push,instagram,2024-06-26,2024-08-20,22000000,21906717,awareness,completed
CAM0345,CLT013,Christmas Sale 2024,YouTube,2024-09-19,2024-12-08,28000000,28397697,traffic,completed
CAM0346,CLT005,Ramadan Sale 2024,IG,2024-04-06,2024-05-07,38000000,38982927,traffic,completed
CAM0347,CLT013,Holiday Sale 2022,Google,2022-04-29,2022-06-13,7000000,6589028,conversions,completed
CAM0348,CLT046,Brand Awareness Q3,Instagram,2024-08-08,2024-10-25,30000000,29312458,awareness,active
CAM0349,CLT016,Back to School 2024,IG,2024-07-02,2024-08-07,35000000,33858161,conversions,completed
CAM0350,CLT011,Lead Gen Healthcare,TikTok,2022-07-05,2022-08-24,6000000,5563878,app_installs,active
CAM0351,CLT050,Christmas Sale 2023,Google,2023-04-07,2023-05-17,22000000,21566984,awareness,paused
CAM0352,CLT050,Awareness Launch 2024,Facebook,2024-08-28,2024-09-27,46000000,40693446,awareness,completed
CAM0353,CLT015,Independence Day 2023,Instagram,2023-07-18,2023-09-24,29000000,29589199,conversions,completed
CAM0354,CLT014,App Install Drive 2024,LinkedIn,2024-03-24,2024-06-20,11000000,9366164,conversions,active
CAM0355,CLT036,Brand Awareness Q3,LinkedIn,2023-08-02,2023-09-23,48000000,41837803,conversions,completed
CAM0356,CLT018,Awareness Launch 2023,TikTok,2023-06-19,2023-08-10,17000000,14959759,traffic,completed
CAM0357,CLT004,Ramadan Sale 2024,LinkedIn,2024-04-07,2024-05-31,48000000,42143323,lead_gen,completed
CAM0358,CLT019,Q2 Performance Push,Instagram,2024-04-08,2024-06-10,7000000,6766233,traffic,completed
CAM0359,CLT022,New Year Campaign 2024,Google,2024-12-30,2025-03-14,47000000,43319873,traffic,completed
CAM0360,CLT043,New Year Campaign 2023,Google,2023-08-25,2023-09-20,35000000,30645608,app_installs,completed
CAM0361,CLT049,Retargeting Q3,TikTok,2022-07-02,2022-08-13,27000000,24155970,conversions,completed
CAM0362,CLT027,Retargeting Q1,TikTok,2024-02-01,2024-03-19,42000000,38170029,awareness,completed
CAM0363,CLT031,Retargeting Q2,IG,2022-05-26,2022-08-08,17000000,16151623,lead_gen,active
CAM0364,CLT034,Q4 Performance Push,Instagram,2022-11-05,2022-12-06,17000000,15615077,lead_gen,completed
CAM0365,CLT010,Lead Gen Fintech,instagram,2023-01-05,2023-01-29,36000000,32994932,conversions,active
CAM0366,CLT041,Lead Gen Fashion,Instagram,2023-07-15,2023-08-24,15000000,14478836,lead_gen,completed
CAM0367,CLT049,Independence Day 2024,Google,2024-06-07,2024-08-14,30000000,28074152,lead_gen,completed
CAM0368,CLT001,Christmas Sale 2024,Instagram,2024-02-04,2024-02-19,25000000,25034238,traffic,completed
CAM0369,CLT002,Harbolnas 2023,Google,2023-04-09,2023-06-06,24000000,21018867,app_installs,active
CAM0370,CLT038,Christmas Sale 2022,Instagram,2022-04-04,2022-05-26,23000000,21647261,app_installs,completed
CAM0371,CLT034,Year End Promo 2022,instagram,2022-10-02,2022-11-28,36000000,33186606,traffic,completed
CAM0372,CLT026,Lead Gen Healthcare,Instagram,2022-09-26,2022-11-06,6000000,5807631,awareness,completed
CAM0373,CLT024,Q1 Performance Push,Facebook,2024-02-08,2024-03-25,39000000,38010451,awareness,paused
CAM0374,CLT043,Brand Awareness Q2,Instagram,2022-04-09,2022-05-07,31000000,29104748,app_installs,completed
CAM0375,CLT017,Brand Awareness Q1,Google,2023-02-25,2023-03-12,24000000,22420182,app_installs,completed
CAM0376,CLT018,Brand Awareness Q2,Google,2024-05-07,2024-06-03,37000000,36768870,conversions,completed
CAM0377,CLT008,Year End Promo 2023,YouTube,2023-02-11,2023-03-22,21000000,21342295,conversions,active
CAM0378,CLT046,Conversion Boost 2022,Google,2022-03-22,2022-06-14,36000000,37154567,lead_gen,completed
CAM0379,CLT022,Lead Gen Fintech,Instagram,2022-07-02,2022-07-30,41000000,40335979,awareness,completed
CAM0380,CLT050,New Year Campaign 2023,Facebook,2023-06-09,2023-07-22,34000000,35622928,conversions,active
CAM0381,CLT030,Back to School 2022,Instagram,2022-03-22,2022-05-12,28000000,28288938,lead_gen,completed
CAM0382,CLT048,Lead Gen Fashion,instagram,2022-04-04,2022-04-19,13000000,12774723,conversions,paused
CAM0383,CLT023,Lead Gen Healthcare,LinkedIn,2023-07-04,2023-07-29,28000000,28363800,awareness,completed
CAM0384,CLT026,Awareness Launch 2023,YouTube,2023-07-11,2023-09-12,49000000,49986581,lead_gen,active
CAM0385,CLT042,Retargeting Q3,Google,2022-08-20,2022-09-19,49000000,48768828,traffic,completed
CAM0386,CLT007,Q3 Performance Push,LinkedIn,2024-09-15,2024-12-10,48000000,45006362,lead_gen,paused
CAM0387,CLT050,Harbolnas 2022,Instagram,2022-09-25,2022-12-09,36000000,31413149,lead_gen,completed
CAM0388,CLT003,Christmas Sale 2023,IG,2023-10-06,2023-10-21,50000000,51183322,app_installs,completed
CAM0389,CLT047,Brand Awareness Q4,TikTok,2024-11-29,2025-02-17,49000000,48515685,lead_gen,paused
CAM0390,CLT043,Christmas Sale 2023,YouTube,2023-12-10,2024-02-11,14000000,14249292,app_installs,active
CAM0391,CLT004,Brand Awareness Q4,Instagram,2024-11-01,2025-01-14,36000000,36859792,lead_gen,active
CAM0392,CLT021,Harbolnas 2022,Instagram,2022-04-14,2022-07-01,19000000,18241883,lead_gen,active
CAM0393,CLT016,Brand Awareness Q3,Instagram,2024-07-06,2024-07-31,36000000,33818890,lead_gen,completed
CAM0394,CLT048,Ramadan Sale 2024,Facebook,2024-04-06,2024-06-11,7000000,6729983,awareness,completed
CAM0395,CLT039,Independence Day 2024,TikTok,2024-11-07,2025-01-31,18000000,17656545,conversions,completed
CAM0396,CLT024,Q3 Performance Push,Google,2024-07-19,2024-09-13,40000000,40139331,lead_gen,active
CAM0397,CLT046,Back to School 2022,YouTube,2022-08-22,2022-09-17,47000000,42034422,conversions,active
CAM0398,CLT041,Holiday Sale 2024,TikTok,2024-12-05,2025-02-04,49000000,42691957,traffic,completed
CAM0399,CLT032,Year End Promo 2024,instagram,2024-04-18,2024-05-15,21000000,20415577,awareness,completed
CAM0400,CLT026,App Install Drive 2023,Instagram,2023-11-24,2023-12-21,31000000,26638302,app_installs,completed
CAM0401,CLT008,Independence Day 2024,YouTube,2024-07-25,2024-10-22,37000000,32446306,awareness,completed
CAM0402,CLT034,Awareness Launch 2024,LinkedIn,2024-06-05,2024-09-01,35000000,36220596,traffic,completed
CAM0403,CLT045,Holiday Sale 2022,Google,2022-08-01,2022-10-03,47000000,45595132,conversions,active
CAM0404,CLT033,New Year Campaign 2023,YouTube,2023-05-24,2023-07-12,30000000,31281561,lead_gen,completed
CAM0405,CLT009,Back to School 2024,IG,2024-11-15,2025-01-06,49000000,47018498,app_installs,completed
CAM0406,CLT041,Conversion Boost 2023,Instagram,2023-08-19,2023-10-16,48000000,42073648,traffic,completed
CAM0407,CLT033,Q3 Performance Push,TikTok,2022-08-25,2022-10-23,40000000,37842959,lead_gen,completed
CAM0408,CLT044,Ramadan Sale 2023,LinkedIn,2023-08-09,2023-10-16,5000000,4772729,lead_gen,active
CAM0409,CLT010,App Install Drive 2023,Instagram,2023-02-14,2023-04-03,15000000,15700597,conversions,active
CAM0410,CLT010,Independence Day 2023,TikTok,2023-02-22,2023-05-16,7000000,6452155,awareness,completed
CAM0411,CLT040,Awareness Launch 2023,LinkedIn,2023-04-05,2023-06-29,29000000,26028053,conversions,completed
CAM0412,CLT045,Christmas Sale 2024,YouTube,2024-03-04,2024-05-10,48000000,43801478,awareness,completed
CAM0413,CLT001,App Install Drive 2024,Google,2024-06-26,2024-08-07,45000000,44591661,conversions,paused
CAM0414,CLT049,App Install Drive 2023,LinkedIn,2023-02-07,2023-03-17,23000000,21614548,awareness,active
CAM0415,CLT012,Christmas Sale 2022,LinkedIn,2022-09-02,2022-11-03,7000000,6549910,conversions,completed
CAM0416,CLT009,Lead Gen Healthcare,Instagram,2022-01-12,2022-03-09,34000000,33725887,awareness,completed
CAM0417,CLT010,Christmas Sale 2022,LinkedIn,2022-04-15,2022-06-06,36000000,36287338,conversions,paused
CAM0418,CLT005,Awareness Launch 2024,TikTok,2024-12-12,2025-01-23,16000000,15265940,app_installs,completed
CAM0419,CLT011,Year End Promo 2024,LinkedIn,2024-04-06,2024-05-01,27000000,24144469,conversions,completed
CAM0420,CLT022,App Install Drive 2024,Instagram,2024-12-22,2025-03-06,40000000,40589507,awareness,completed
CAM0421,CLT008,Back to School 2023,YouTube,2023-05-08,2023-06-22,7000000,6905571,lead_gen,completed
CAM0422,CLT008,Back to School 2023,IG,2023-08-03,2023-08-20,38000000,38548028,app_installs,completed
CAM0423,CLT033,Brand Awareness Q3,Facebook,2023-08-31,2023-10-08,25000000,23819473,traffic,completed
CAM0424,CLT050,Year End Promo 2022,Facebook,2022-05-15,2022-06-24,47000000,45867436,lead_gen,active
CAM0425,CLT007,Independence Day 2024,instagram,2024-06-10,2024-07-03,48000000,42276043,conversions,completed
CAM0426,CLT003,Retargeting Q4,Instagram,2022-12-31,2023-02-15,40000000,34563536,traffic,completed
CAM0427,CLT017,App Install Drive 2024,YouTube,2024-04-08,2024-06-16,25000000,21334454,awareness,active
CAM0428,CLT035,Brand Awareness Q2,instagram,2022-05-10,2022-08-06,7000000,6931234,conversions,active
CAM0429,CLT033,Independence Day 2023,instagram,2023-09-10,2023-10-05,23000000,23070261,lead_gen,active
CAM0430,CLT026,Conversion Boost 2024,Facebook,2024-08-28,2024-10-01,39000000,34864952,lead_gen,completed
CAM0431,CLT035,Awareness Launch 2022,IG,2022-10-23,2022-12-14,48000000,49314989,conversions,completed
CAM0432,CLT001,Q4 Performance Push,LinkedIn,2022-10-17,2022-11-15,7000000,5957041,lead_gen,completed
CAM0433,CLT035,Holiday Sale 2023,Facebook,2023-09-17,2023-10-27,27000000,24093379,app_installs,completed
CAM0434,CLT010,Awareness Launch 2023,Instagram,2023-06-02,2023-07-10,12000000,10635259,app_installs,completed
CAM0435,CLT004,Brand Awareness Q3,LinkedIn,2024-08-02,2024-10-25,9000000,8173174,conversions,completed
CAM0436,CLT007,App Install Drive 2024,IG,2024-09-24,2024-11-19,27000000,23642361,traffic,paused
CAM0437,CLT007,Q1 Performance Push,Instagram,2023-02-01,2023-03-27,36000000,33844651,conversions,completed
CAM0438,CLT045,Back to School 2024,LinkedIn,2024-01-17,2024-03-11,32000000,28279292,traffic,completed
CAM0439,CLT015,Back to School 2023,YouTube,2023-07-21,2023-09-19,13000000,12816908,lead_gen,paused
CAM0440,CLT030,Q3 Performance Push,TikTok,2024-09-24,2024-12-17,11000000,9736694,awareness,active
CAM0441,CLT018,Brand Awareness Q1,Google,2023-02-07,2023-03-26,45000000,38938161,awareness,completed
CAM0442,CLT033,Christmas Sale 2024,LinkedIn,2024-04-09,2024-07-07,18000000,18562692,conversions,completed
CAM0443,CLT035,Holiday Sale 2024,LinkedIn,2024-08-24,2024-09-26,28000000,25997990,app_installs,completed
CAM0444,CLT047,Back to School 2024,Google,2024-08-09,2024-10-26,37000000,32120099,app_installs,active
CAM0445,CLT001,Lead Gen Property,LinkedIn,2022-12-06,2023-02-23,13000000,12210173,app_installs,completed
CAM0446,CLT037,Independence Day 2024,Google,2024-09-17,2024-11-15,7000000,6256346,traffic,completed
CAM0447,CLT005,Back to School 2022,Instagram,2022-03-29,2022-05-08,38000000,39198718,lead_gen,completed
CAM0448,CLT031,Christmas Sale 2022,Facebook,2022-03-23,2022-05-17,11000000,10898219,conversions,active
CAM0449,CLT048,Q4 Performance Push,IG,2022-12-23,2023-02-23,46000000,42582370,awareness,completed
CAM0450,CLT034,Back to School 2024,Instagram,2024-11-23,2025-01-27,27000000,27363078,lead_gen,active
CAM0451,CLT031,Brand Awareness Q4,Facebook,2024-10-24,2024-11-24,33000000,29142998,app_installs,completed
CAM0452,CLT042,Retargeting Q1,Instagram,2023-01-18,2023-02-21,28000000,27171313,awareness,completed
CAM0453,CLT043,Year End Promo 2022,Instagram,2022-08-21,2022-11-04,48000000,45396620,app_installs,active
CAM0454,CLT011,Q1 Performance Push,YouTube,2022-02-15,2022-04-01,7000000,6129039,traffic,active
CAM0455,CLT009,Lead Gen Healthcare,Facebook,2022-10-28,2022-11-18,15000000,13524778,app_installs,completed
CAM0456,CLT026,Q1 Performance Push,LinkedIn,2022-02-08,2022-03-30,10000000,8933186,lead_gen,completed
CAM0457,CLT031,Christmas Sale 2022,Instagram,2022-10-20,2023-01-16,16000000,15594277,conversions,paused
CAM0458,CLT011,Harbolnas 2024,TikTok,2024-07-17,2024-10-15,42000000,36278280,lead_gen,paused
CAM0459,CLT009,Lead Gen Healthcare,Instagram,2024-12-06,2025-02-22,48000000,44830032,app_installs,active
CAM0460,CLT007,Brand Awareness Q1,IG,2022-03-21,2022-06-11,37000000,37017635,lead_gen,paused
CAM0461,CLT043,Retargeting Q1,IG,2022-01-03,2022-03-13,38000000,35497198,awareness,completed
CAM0462,CLT045,Conversion Boost 2024,Google,2024-09-14,2024-11-15,27000000,26130859,app_installs,active
CAM0463,CLT007,Holiday Sale 2024,TikTok,2024-09-04,2024-10-17,10000000,9066533,app_installs,completed
CAM0464,CLT027,Ramadan Sale 2022,Instagram,2022-01-15,2022-04-12,38000000,33195497,lead_gen,active
CAM0465,CLT042,App Install Drive 2024,Instagram,2024-04-17,2024-06-16,11000000,9690512,app_installs,completed
CAM0466,CLT017,App Install Drive 2024,IG,2024-05-17,2024-08-11,28000000,27226531,lead_gen,active
CAM0467,CLT049,Independence Day 2024,IG,2024-09-15,2024-10-21,28000000,26930925,conversions,completed
CAM0468,CLT020,Conversion Boost 2022,YouTube,2022-10-10,2022-11-08,19000000,17847060,traffic,completed
CAM0469,CLT007,Conversion Boost 2023,Instagram,2023-11-25,2024-02-17,44000000,43534105,awareness,completed
CAM0470,CLT011,Q1 Performance Push,IG,2022-01-11,2022-02-05,14000000,13220672,lead_gen,paused
CAM0471,CLT006,Harbolnas 2024,Instagram,2024-01-30,2024-02-23,43000000,36874695,lead_gen,completed
CAM0472,CLT040,Ramadan Sale 2022,TikTok,2022-04-28,2022-06-03,45000000,42699315,traffic,active
CAM0473,CLT043,Christmas Sale 2023,LinkedIn,2023-08-09,2023-09-16,7000000,7047543,app_installs,active
CAM0474,CLT045,Lead Gen FMCG,Instagram,2022-03-15,2022-05-14,20000000,19620076,awareness,completed
CAM0475,CLT018,Ramadan Sale 2024,TikTok,2024-03-20,2024-05-24,42000000,37382607,awareness,active
CAM0476,CLT006,Year End Promo 2023,LinkedIn,2023-12-14,2024-02-10,22000000,19695700,lead_gen,completed
CAM0477,CLT026,Brand Awareness Q4,TikTok,2022-12-25,2023-03-01,37000000,32237840,app_installs,paused
CAM0478,CLT019,Q4 Performance Push,Instagram,2024-11-17,2025-01-02,39000000,39492549,conversions,completed
CAM0479,CLT045,Independence Day 2024,YouTube,2024-09-17,2024-11-01,26000000,27098441,lead_gen,active
CAM0480,CLT038,Awareness Launch 2022,YouTube,2022-08-27,2022-10-13,9000000,8338811,traffic,completed
CAM0481,CLT044,Conversion Boost 2024,TikTok,2024-04-24,2024-06-22,38000000,36370954,conversions,completed
CAM0482,CLT016,Independence Day 2023,Instagram,2023-12-02,2023-12-25,40000000,41451169,conversions,active
CAM0483,CLT023,Year End Promo 2023,IG,2023-07-06,2023-08-12,48000000,49730450,lead_gen,paused
CAM0484,CLT048,Retargeting Q2,instagram,2023-05-11,2023-06-27,18000000,16125147,traffic,completed
CAM0485,CLT040,App Install Drive 2022,instagram,2022-08-07,2022-09-05,10000000,9851624,lead_gen,active
CAM0486,CLT040,Independence Day 2022,IG,2022-03-28,2022-06-11,28000000,27275737,app_installs,completed
CAM0487,CLT018,Lead Gen Property,LinkedIn,2023-07-28,2023-09-30,19000000,19000643,awareness,completed
CAM0488,CLT034,App Install Drive 2022,YouTube,2022-03-08,2022-05-25,27000000,25076071,traffic,completed
CAM0489,CLT030,App Install Drive 2024,LinkedIn,2024-07-31,2024-09-23,49000000,41732502,traffic,completed
CAM0490,CLT025,Year End Promo 2024,TikTok,2024-01-11,2024-02-27,16000000,15355402,conversions,completed
CAM0491,CLT031,Harbolnas 2024,TikTok,2024-01-20,2024-02-26,36000000,33652388,conversions,completed
CAM0492,CLT024,Q3 Performance Push,TikTok,2024-07-12,2024-08-18,41000000,35925341,traffic,completed
CAM0493,CLT007,Conversion Boost 2024,Google,2024-06-04,2024-08-05,17000000,14945868,traffic,paused
CAM0494,CLT031,Retargeting Q2,Google,2024-05-13,2024-07-29,13000000,13638460,app_installs,completed
CAM0495,CLT035,Ramadan Sale 2023,YouTube,2023-09-07,2023-10-23,40000000,40868015,lead_gen,active
CAM0496,CLT007,Brand Awareness Q1,Facebook,2023-03-18,2023-05-03,35000000,35622801,lead_gen,active
CAM0497,CLT048,New Year Campaign 2024,Instagram,2024-01-08,2024-04-02,40000000,41454756,conversions,paused
CAM0498,CLT002,Christmas Sale 2023,TikTok,2023-02-12,2023-05-10,41000000,40178896,traffic,paused
CAM0499,CLT050,Harbolnas 2024,Instagram,2024-11-11,2025-01-26,33000000,33921574,app_installs,completed
CAM0500,CLT019,Q4 Performance Push,Google,2022-12-10,2023-02-05,31000000,30263895,lead_gen,completed
