spend_id,campaign_id,spend_date,impressions,clicks,conversions,spend_idr,cpm,cpc,ctr
SPD00734,CAM0122,2023-04-27,40587,1139,33,2991738,73712,2627,0.0281
SPD00735,CAM0122,2023-03-30,155987,3768,134,3362591,21557,892,0.0242
SPD00736,CAM0122,2023-04-30,199764,4674,166,4913558,24597,1051,0.0234
SPD00737,CAM0122,2023-04-12,66175,700,9,947755,14322,1354,0.0106
SPD00738,CAM0122,2023-04-06,199138,3943,188,3284801,16495,833,0.0198
SPD00739,CAM0123,2024-07-22,87148,2514,25,719128,8252,286,0.0288
SPD00740,CAM0123,2024-08-17,54770,1433,32,3262041,59559,2276,0.0262
SPD00741,CAM0123,2024-07-22,141249,3050,43,277078,1962,91,0.0216
SPD00742,CAM0123,2024-08-17,125744,1621,35,2036301,16194,1256,0.0129
SPD00743,CAM0124,2023-09-18,183252,3004,47,488097,2664,162,0.0164
SPD00744,CAM0124,2023-09-25,88922,1131,16,4212126,47369,3724,0.0127
SPD00745,CAM0124,2023-09-27,61545,1069,26,2994619,48657,2801,0.0174
SPD00746,CAM0124,2023-08-27,192895,1980,83,640958,3323,324,0.0103
SPD00747,CAM0124,2023-10-06,51929,1371,30,1535409,29567,1120,0.0264
SPD00748,CAM0124,2023-08-19,148639,2200,63,3121812,21003,1419,0.0148
SPD00749,CAM0125,2023-03-13,107514,730,15,1836551,17082,2516,0.0068
SPD00750,CAM0125,2023-03-13,30511,252,8,654019,21436,2595,0.0083
SPD00751,CAM0125,2023-03-07,124939,2669,73,4247014,33993,1591,0.0214
SPD00752,CAM0126,2022-10-02,42964,440,7,276609,6438,629,0.0102
SPD00753,CAM0126,2022-10-04,195305,5156,213,1438204,7364,279,0.0264
SPD00754,CAM0126,2022-10-05,116964,2571,31,3182853,27212,1238,0.0220
SPD00755,CAM0127,2022-06-16,52089,1491,45,3039424,58351,2039,0.0286
SPD00756,CAM0127,2022-06-19,118723,3471,90,485152,4086,140,0.0292
SPD00757,CAM0127,2022-06-04,68138,1016,34,1646925,24170,1621,0.0149
SPD00758,CAM0128,2023-01-28,103401,2522,92,951712,9204,377,0.0244
SPD00759,CAM0128,2023-02-01,126549,3369,70,3933922,31086,1168,0.0266
SPD00760,CAM0128,2023-01-19,8041,64,,4303861,535240,67248,0.0080
SPD00761,CAM0129,2023-01-05,63965,356,11,2496170,39024,7012,0.0056
SPD00762,CAM0129,2022-12-10,160419,1528,54,3837774,23923,2512,0.0095
SPD00763,CAM0129,2022-12-23,154795,1258,48,4708969,30421,3743,0.0081
SPD00764,CAM0129,2022-12-15,111254,2817,,4864570,43725,1727,0.0253
SPD00765,CAM0130,2023-07-02,143959,2478,82,1240936,8620,501,0.0172
SPD00766,CAM0130,2023-06-11,177643,4874,165,1709425,9623,351,0.0274
SPD00767,CAM0130,2023-05-29,150416,2433,28,1929981,12831,793,0.0162
SPD00768,CAM0130,2023-06-08,28021,534,6,1246203,44474,2334,0.0191
SPD00769,CAM0131,2022-09-13,83270,1173,31,200717,2410,171,0.0141
SPD00770,CAM0131,2022-08-11,83800,515,23,2661190,31756,5167,0.0061
SPD00771,CAM0131,2022-09-17,121633,1033,23,3153772,25929,3053,0.0085
SPD00772,CAM0131,2022-09-26,146088,2595,94,575269,3938,222,0.0178
SPD00773,CAM0131,2022-08-10,14629,141,6,1325818,90629,9403,0.0096
SPD00774,CAM0131,2022-09-26,149722,1557,23,3740118,24980,2402,0.0104
SPD00775,CAM0131,2022-07-20,149139,1696,78,3555941,23843,2097,0.0114
SPD00776,CAM0131,2022-09-07,26824,767,36,1401617,52252,1827,0.0286
SPD00777,CAM0131,2022-09-17,58415,395,19,1815875,31086,4597,0.0068
SPD00778,CAM0132,2024-01-09,152755,3273,111,3720585,24357,1137,0.0214
SPD00779,CAM0132,2023-12-12,87931,2621,28,2276161,25886,868,0.0298
SPD00780,CAM0132,2023-12-02,75811,615,19,753307,9937,1225,0.0081
SPD00781,CAM0132,2024-01-04,172818,1248,51,1427501,8260,1144,0.0072
SPD00782,CAM0132,2023-12-21,76734,402,19,3376198,43999,8399,0.0052
SPD00783,CAM0132,2023-12-06,37375,351,7,4307218,115243,12271,0.0094
SPD00784,CAM0132,2023-12-05,143663,1971,41,2473765,17219,1255,0.0137
SPD00785,CAM0132,2024-02-08,30969,848,40,3467894,111980,4089,0.0274
SPD00786,CAM0132,2023-12-16,95485,2401,99,4827757,50560,2011,0.0251
SPD00787,CAM0133,2023-08-04,110552,1870,19,4508098,40778,2411,0.0169
SPD00788,CAM0133,2023-07-06,177376,1447,57,643460,3628,445,0.0082
SPD00789,CAM0133,2023-08-06,102032,2314,79,4040192,39597,1746,0.0227
SPD00790,CAM0133,2023-07-08,120070,3560,107,2513770,20936,706,0.0296
SPD00791,CAM0134,2023-09-13,141470,4037,171,2760097,19510,684,0.0285
SPD00792,CAM0134,2023-09-26,27791,797,17,956154,34405,1200,0.0287
SPD00793,CAM0134,2023-09-26,25833,178,2,681602,26385,3829,0.0069
SPD00794,CAM0134,2023-08-22,199880,2427,102,289713,1449,119,0.0121
SPD00795,CAM0134,2023-09-13,182480,3233,94,4520229,24771,1398,0.0177
SPD00796,CAM0134,2023-09-29,182412,4961,130,1795379,9842,362,0.0272
SPD00797,CAM0135,2022-11-20,192212,3003,71,4630119,24089,1542,0.0156
SPD00798,CAM0135,2022-11-25,164219,2663,125,4591573,27960,1724,0.0162
SPD00799,CAM0135,2022-12-18,50826,349,10,627035,12337,1797,0.0069
SPD00800,CAM0135,2023-01-13,134894,1952,28,2295182,17015,1176,0.0145
SPD00801,CAM0135,2023-01-28,35897,439,9,218742,6094,498,0.0122
SPD00802,CAM0135,2023-01-09,62006,1740,84,4524570,72970,2600,0.0281
SPD00803,CAM0135,2022-11-24,126387,3451,42,249418,1973,72,0.0273
SPD00804,CAM0135,2023-01-17,91127,1135,27,1761604,19331,1552,0.0125
SPD00805,CAM0136,2023-11-10,97938,511,9,4638383,47360,9077,0.0052
SPD00806,CAM0136,2023-11-17,45294,691,7,2298282,50741,3326,0.0153
SPD00807,CAM0136,2023-10-30,128390,1910,51,1728253,13461,905,0.0149
SPD00808,CAM0136,2023-11-19,75643,583,25,1557564,20591,2672,0.0077
SPD00809,CAM0136,2023-10-24,97730,2313,,1864841,19082,806,0.0237
SPD00810,CAM0136,2023-10-23,54693,663,17,2978420,54457,4492,0.0121
SPD00811,CAM0137,2024-09-10,13285,119,3,2429688,182890,20418,0.0090
SPD00812,CAM0137,2024-08-16,115387,1987,74,1268993,10998,639,0.0172
SPD00813,CAM0137,2024-08-23,109825,1927,84,3461897,31522,1797,0.0175
SPD00814,CAM0138,2024-05-14,33765,977,14,3086692,91417,3159,0.0289
SPD00815,CAM0138,2024-06-07,8577,207,7,3070086,357944,14831,0.0241
SPD00816,CAM0138,2024-06-02,161522,3785,81,4276269,26475,1130,0.0234
SPD00817,CAM0138,2024-05-11,117447,1314,40,2292679,19521,1745,0.0112
SPD00818,CAM0138,2024-05-23,35151,935,18,3800046,108106,4064,0.0266
SPD00819,CAM0139,2022-12-18,129228,2928,111,4413882,34156,1507,0.0227
SPD00820,CAM0139,2022-12-16,54458,1623,57,2124214,39006,1309,0.0298
SPD00821,CAM0139,2022-12-08,39680,596,10,1426491,35950,2393,0.0150
SPD00822,CAM0139,2023-01-16,9629,196,,627444,65162,3201,0.0204
SPD00823,CAM0139,2023-01-10,111770,2025,99,2060385,18434,1017,0.0181
SPD00824,CAM0139,2023-01-05,116693,1981,70,2752569,23588,1389,0.0170
SPD00825,CAM0139,2022-12-07,75581,1064,40,2271723,30057,2135,0.0141
SPD00826,CAM0139,2023-01-02,17466,166,,2898108,165929,17458,0.0095
SPD00827,CAM0139,2022-12-20,79794,1340,18,1750550,21938,1306,0.0168
SPD00828,CAM0140,2024-12-03,133787,1884,26,314601,2352,167,0.0141
SPD00829,CAM0140,2025-01-10,39159,520,12,4636416,118400,8916,0.0133
SPD00830,CAM0140,2024-12-18,67456,1433,36,1092258,16192,762,0.0212
SPD00831,CAM0140,2024-11-17,170035,4006,134,1797472,10571,449,0.0236
SPD00832,CAM0140,2024-11-25,189722,3062,,4785037,25221,1563,0.0161
SPD00833,CAM0140,2024-12-14,84030,1943,35,1489097,17721,766,0.0231
SPD00834,CAM0140,2024-11-06,38510,377,7,4900523,127253,12999,0.0098
SPD00835,CAM0140,2024-12-15,100947,1636,75,767980,7608,469,0.0162
SPD00836,CAM0141,2024-09-20,114839,2077,86,1600353,13936,771,0.0181
SPD00837,CAM0141,2024-09-28,76866,1723,20,4949418,64390,2873,0.0224
SPD00838,CAM0141,2024-08-24,186876,1822,54,4666680,24972,2561,0.0097
SPD00839,CAM0141,2024-09-22,24657,225,5,3473628,140878,15438,0.0091
SPD00840,CAM0141,2024-09-15,164178,1935,31,2027103,12347,1048,0.0118
SPD00841,CAM0141,2024-09-27,187641,979,29,4426329,23589,4521,0.0052
SPD00842,CAM0142,2024-05-20,193895,3514,66,2452464,12648,698,0.0181
SPD00843,CAM0142,2024-05-10,36222,336,,2198307,60690,6543,0.0093
SPD00844,CAM0142,2024-04-23,15247,320,6,1315444,86276,4111,0.0210
SPD00845,CAM0142,2024-04-22,18505,389,16,4684507,253148,12042,0.0210
SPD00846,CAM0142,2024-04-12,5366,113,5,2922622,544656,25864,0.0211
SPD00847,CAM0142,2024-04-10,189932,5147,78,2673761,14077,519,0.0271
SPD00848,CAM0142,2024-04-25,20011,413,,3182008,159013,7705,0.0206
SPD00849,CAM0143,2022-06-28,196490,5723,279,4707943,23960,823,0.0291
SPD00850,CAM0143,2022-06-13,194425,4597,166,4821097,24797,1049,0.0236
SPD00851,CAM0143,2022-06-26,120916,1271,42,3517387,29090,2767,0.0105
SPD00852,CAM0143,2022-06-19,121930,1316,32,4218201,34595,3205,0.0108
SPD00853,CAM0143,2022-06-11,135013,1287,57,1784271,13216,1386,0.0095
SPD00854,CAM0143,2022-08-01,196228,1866,41,1690943,8617,906,0.0095
SPD00855,CAM0143,2022-07-20,185189,3739,,804388,4344,215,0.0202
SPD00856,CAM0144,2022-10-04,69291,1134,29,4618938,66660,4073,0.0164
SPD00857,CAM0144,2022-09-25,195516,4645,,1036595,5302,223,0.0238
SPD00858,CAM0144,2022-10-03,105660,583,23,566918,5365,972,0.0055
SPD00859,CAM0145,2024-11-24,70101,1700,80,313220,4468,184,0.0243
SPD00860,CAM0145,2024-11-09,32876,610,26,912739,27763,1496,0.0186
SPD00861,CAM0145,2024-12-03,41498,705,19,1568554,37798,2225,0.0170
SPD00862,CAM0145,2024-12-17,91967,1560,49,2443588,26570,1566,0.0170
SPD00863,CAM0145,2024-11-23,10559,270,5,4491128,425336,16634,0.0256
SPD00864,CAM0145,2024-12-31,42181,212,4,3432827,81383,16193,0.0050
SPD00865,CAM0145,2024-11-26,97618,2087,94,3427464,35111,1642,0.0214
SPD00866,CAM0146,2024-12-13,133927,1237,17,2564029,19145,2073,0.0092
SPD00867,CAM0146,2025-01-13,24998,509,23,911390,36459,1791,0.0204
SPD00868,CAM0146,2024-12-04,163467,1434,33,1721403,10531,1200,0.0088
SPD00869,CAM0146,2025-01-22,44379,1212,42,2607577,58757,2151,0.0273
SPD00870,CAM0146,2025-01-12,32242,379,9,2426344,75254,6402,0.0118
SPD00871,CAM0146,2024-12-08,5571,147,6,1429678,256629,9726,0.0264
SPD00872,CAM0146,2025-01-08,43739,645,26,4213378,96330,6532,0.0147
SPD00873,CAM0146,2024-12-07,34665,674,14,958724,27657,1422,0.0194
SPD00874,CAM0147,2023-01-09,38432,366,8,3755361,97714,10261,0.0095
SPD00875,CAM0147,2023-01-29,186776,5476,194,1359484,7279,248,0.0293
SPD00876,CAM0147,2022-12-30,105449,1630,51,4666719,44256,2863,0.0155
SPD00877,CAM0147,2022-12-28,105827,750,23,2039906,19276,2720,0.0071
SPD00878,CAM0147,2022-12-10,66654,936,41,3240018,48610,3462,0.0140
SPD00879,CAM0147,2023-01-28,40020,1121,,3130539,78224,2793,0.0280
SPD00880,CAM0147,2023-01-14,41529,513,22,3732249,89871,7275,0.0124
SPD00881,CAM0148,2025-01-26,60243,1547,,1355961,22508,877,0.0257
SPD00882,CAM0148,2025-01-10,187394,4234,46,3762715,20079,889,0.0226
SPD00883,CAM0148,2025-02-11,19177,432,5,1526852,79619,3534,0.0225
SPD00884,CAM0148,2024-12-29,43505,614,,846470,19457,1379,0.0141
SPD00885,CAM0148,2024-12-27,154207,3974,161,4140672,26851,1042,0.0258
SPD00886,CAM0148,2025-01-12,143267,3218,85,3029787,21148,942,0.0225
SPD00887,CAM0148,2025-02-20,174042,3895,63,469434,2697,121,0.0224
SPD00888,CAM0148,2025-01-17,136935,1233,33,4010915,29291,3253,0.0090
SPD00889,CAM0149,2024-07-12,191491,4928,148,2106855,11002,428,0.0257
SPD00890,CAM0149,2024-06-26,46104,543,,3367205,73035,6201,0.0118
SPD00891,CAM0149,2024-05-19,199808,2057,38,1740935,8713,846,0.0103
SPD00892,CAM0149,2024-07-13,163618,4261,122,2827225,17279,664,0.0260
SPD00893,CAM0149,2024-07-25,173267,2621,31,3316184,19139,1265,0.0151
SPD00894,CAM0149,2024-07-24,116207,1146,15,3014140,25938,2630,0.0099
SPD00895,CAM0149,2024-05-06,67791,817,10,292081,4309,358,0.0121
SPD00896,CAM0149,2024-06-11,54215,1018,11,2457944,45337,2414,0.0188
SPD00897,CAM0149,2024-05-13,154454,2953,122,583196,3776,197,0.0191
SPD00898,CAM0149,2024-05-09,87465,641,31,2568961,29371,4008,0.0073
SPD00899,CAM0150,2023-04-24,136128,1343,52,1286466,9450,958,0.0099
SPD00900,CAM0150,2023-04-15,91853,1394,19,1459857,15893,1047,0.0152
SPD00901,CAM0151,2023-05-12,158924,3957,177,513803,3233,130,0.0249
SPD00902,CAM0151,2023-05-21,47263,415,18,982580,20790,2368,0.0088
SPD00903,CAM0152,2022-12-06,61530,1549,63,1550960,25207,1001,0.0252
SPD00904,CAM0152,2023-01-10,140345,4183,129,3063999,21832,732,0.0298
SPD00905,CAM0152,2023-01-03,39392,530,23,3814663,96839,7197,0.0135
SPD00906,CAM0152,2022-11-12,191846,4672,85,829131,4322,177,0.0244
SPD00907,CAM0152,2022-11-26,153609,3178,134,1396404,9091,439,0.0207
SPD00908,CAM0152,2022-12-16,148428,3961,181,4385179,29544,1107,0.0267
SPD00909,CAM0152,2022-11-19,124225,1595,26,2549794,20526,1599,0.0128
SPD00910,CAM0153,2022-12-22,100244,1386,,4064976,40551,2933,0.0138
SPD00911,CAM0153,2022-11-12,129062,3802,105,1378156,10678,362,0.0295
SPD00912,CAM0153,2022-10-25,154090,2651,56,3631219,23566,1370,0.0172
SPD00913,CAM0153,2022-12-28,183411,1508,66,2831048,15436,1877,0.0082
SPD00914,CAM0153,2022-11-26,26886,592,12,557988,20754,943,0.0220
SPD00915,CAM0153,2022-12-28,173785,1116,42,4904334,28221,4395,0.0064
SPD00916,CAM0153,2022-10-11,45517,1198,19,3549406,77980,2963,0.0263
SPD00917,CAM0153,2022-10-19,63471,933,12,4108064,64723,4403,0.0147
SPD00918,CAM0153,2022-12-08,173423,3187,45,1712242,9873,537,0.0184
SPD00919,CAM0154,2024-08-12,109056,2639,61,2861578,26240,1084,0.0242
SPD00920,CAM0154,2024-09-11,163431,2804,81,2535179,15512,904,0.0172
SPD00921,CAM0154,2024-09-26,15035,280,4,1990717,132406,7110,0.0186
SPD00922,CAM0154,2024-09-08,153951,890,22,3232421,20996,3632,0.0058
SPD00923,CAM0154,2024-09-23,129101,1334,14,3747713,29029,2809,0.0103
SPD00924,CAM0154,2024-09-02,71078,1484,,780987,10988,526,0.0209
SPD00925,CAM0154,2024-09-03,111186,783,21,3720882,33465,4752,0.0070
SPD00926,CAM0154,2024-10-05,61126,1328,57,975453,15958,735,0.0217
SPD00927,CAM0154,2024-09-22,94658,2753,49,3715674,39254,1350,0.0291
SPD00928,CAM0155,2023-09-25,129649,2383,115,3864009,29804,1621,0.0184
SPD00929,CAM0155,2023-09-09,186639,3594,116,1865641,9996,519,0.0193
SPD00930,CAM0155,2023-08-04,194457,4219,96,2855122,14683,677,0.0217
SPD00931,CAM0155,2023-07-27,44454,1218,36,2854221,64206,2343,0.0274
SPD00932,CAM0155,2023-08-09,181670,2754,27,3979562,21905,1445,0.0152
SPD00933,CAM0155,2023-08-11,171276,2780,38,2033940,11875,732,0.0162
SPD00934,CAM0155,2023-08-19,115146,2580,87,2013090,17483,780,0.0224
SPD00935,CAM0155,2023-09-08,59988,1728,57,320552,5344,186,0.0288
SPD00936,CAM0155,2023-09-11,100366,542,16,1246439,12419,2300,0.0054
SPD00937,CAM0156,2024-11-11,135844,2882,76,3154561,23222,1095,0.0212
SPD00938,CAM0156,2024-11-20,147204,2303,53,1674833,11378,727,0.0156
SPD00939,CAM0156,2024-10-27,117298,1680,27,3856394,32877,2295,0.0143
SPD00940,CAM0156,2024-10-22,79718,2082,57,2576059,32315,1237,0.0261
SPD00941,CAM0156,2024-11-11,167627,4768,66,935011,5578,196,0.0284
SPD00942,CAM0156,2024-11-18,32213,233,,3650063,113310,15666,0.0072
SPD00943,CAM0157,2024-03-01,135129,3209,102,3925408,29049,1223,0.0237
SPD00944,CAM0157,2024-04-21,157366,3957,174,1977303,12565,500,0.0251
SPD00945,CAM0157,2024-03-16,124178,2333,103,1243883,10017,533,0.0188
SPD00946,CAM0157,2024-04-01,126620,1940,74,3520282,27802,1815,0.0153
SPD00947,CAM0157,2024-02-17,103210,2534,52,2418779,23436,955,0.0246
SPD00948,CAM0157,2024-03-27,113715,2482,,3677553,32340,1482,0.0218
SPD00949,CAM0157,2024-02-21,9071,51,2,4553379,501971,89282,0.0056
SPD00950,CAM0158,2022-08-02,199313,3985,192,3807266,19102,955,0.0200
SPD00951,CAM0158,2022-06-26,150683,4420,158,632692,4199,143,0.0293
SPD00952,CAM0158,2022-08-01,156480,2461,63,1657246,10591,673,0.0157
SPD00953,CAM0158,2022-07-06,88394,1585,22,1259735,14251,795,0.0179
SPD00954,CAM0158,2022-07-13,36030,748,32,2382968,66138,3186,0.0208
SPD00955,CAM0158,2022-08-03,149940,1345,18,415085,2768,309,0.0090
SPD00956,CAM0159,2023-09-03,8024,166,1,4760655,593302,28679,0.0207
SPD00957,CAM0159,2023-07-20,154892,2255,34,4005963,25863,1776,0.0146
SPD00958,CAM0159,2023-09-29,170544,4168,150,2060217,12080,494,0.0244
SPD00959,CAM0159,2023-08-17,55811,1026,42,3371791,60414,3286,0.0184
SPD00960,CAM0159,2023-08-12,177820,1119,,1406026,7907,1257,0.0063
SPD00961,CAM0159,2023-09-28,11066,231,3,4051442,366116,17539,0.0209
SPD00962,CAM0159,2023-09-24,37160,285,13,978271,26326,3433,0.0077
SPD00963,CAM0159,2023-07-19,134563,3514,64,1044495,7762,297,0.0261
SPD00964,CAM0159,2023-09-10,10755,165,5,1964090,182621,11904,0.0153
SPD00965,CAM0160,2022-06-06,103370,2816,78,1551435,15009,551,0.0272
SPD00966,CAM0160,2022-05-07,83316,437,14,463825,5567,1061,0.0052
SPD00967,CAM0160,2022-04-29,94865,2831,97,4784229,50432,1690,0.0298
SPD00968,CAM0160,2022-04-14,46520,839,12,447927,9629,534,0.0180
SPD00969,CAM0160,2022-06-21,11039,198,3,3260924,295400,16469,0.0179
SPD00970,CAM0160,2022-04-28,61874,354,4,1261832,20394,3564,0.0057
SPD00971,CAM0160,2022-05-18,76740,1307,31,4826293,62891,3693,0.0170
SPD00972,CAM0160,2022-05-21,127432,3011,91,3554957,27897,1181,0.0236
SPD00973,CAM0160,2022-05-08,70560,657,29,2557893,36251,3893,0.0093
SPD00974,CAM0161,2022-08-19,31973,626,14,1926642,60258,3078,0.0196
SPD00975,CAM0161,2022-08-25,118631,3211,128,2873857,24225,895,0.0271
SPD00976,CAM0161,2022-07-31,164198,2393,57,739104,4501,309,0.0146
SPD00977,CAM0162,2024-10-02,48843,1330,26,3637720,74478,2735,0.0272
SPD00978,CAM0162,2024-09-22,163304,4191,203,3154915,19319,753,0.0257
SPD00979,CAM0162,2024-09-29,12848,101,2,1759567,136953,17421,0.0079
SPD00980,CAM0162,2024-09-26,69308,472,11,2837822,40945,6012,0.0068
SPD00981,CAM0163,2023-05-06,7525,97,,2958756,393190,30503,0.0129
SPD00982,CAM0163,2023-05-18,126995,2436,47,755620,5950,310,0.0192
SPD00983,CAM0163,2023-06-09,79347,1590,22,2532439,31916,1593,0.0200
SPD00984,CAM0163,2023-07-07,180989,1243,33,3850768,21276,3098,0.0069
SPD00985,CAM0163,2023-05-31,88917,885,,4343420,48848,4908,0.0100
SPD00986,CAM0163,2023-06-23,17266,513,7,1635624,94731,3188,0.0297
SPD00987,CAM0163,2023-07-06,90688,1793,19,349621,3855,195,0.0198
SPD00988,CAM0163,2023-07-12,155931,4630,98,3579021,22953,773,0.0297
SPD00989,CAM0163,2023-04-25,144845,4048,,336501,2323,83,0.0279
SPD00990,CAM0164,2024-04-01,128179,945,36,2504128,19536,2650,0.0074
SPD00991,CAM0164,2024-05-03,95655,1435,32,594875,6219,415,0.0150
SPD00992,CAM0164,2024-05-13,83235,1865,81,1218485,14639,653,0.0224
SPD00993,CAM0164,2024-05-10,166998,1263,54,1363788,8166,1080,0.0076
SPD00994,CAM0164,2024-04-06,89635,2378,45,938337,10468,395,0.0265
SPD00995,CAM0164,2024-04-17,194820,5368,247,241451,1239,45,0.0276
SPD00996,CAM0164,2024-03-30,73075,1979,,602681,8247,305,0.0271
SPD00997,CAM0164,2024-05-01,24671,286,11,3383950,137163,11832,0.0116
SPD00998,CAM0164,2024-04-27,188150,1741,49,1259386,6694,723,0.0093
SPD00999,CAM0165,2022-08-28,43797,1043,50,3666960,83726,3516,0.0238
SPD01000,CAM0165,2022-09-17,122120,2650,51,4209140,34467,1588,0.0217
SPD01001,CAM0165,2022-09-19,133477,3925,153,2094403,15691,534,0.0294
SPD01002,CAM0165,2022-08-13,74156,1791,43,2233199,30115,1247,0.0242
SPD01003,CAM0165,2022-09-19,174642,4083,53,4349053,24903,1065,0.0234
SPD01004,CAM0165,2022-08-11,60699,323,13,1776365,29265,5500,0.0053
SPD01005,CAM0166,2024-12-30,32403,437,17,4511134,139220,10323,0.0135
SPD01006,CAM0166,2024-12-08,86743,1970,86,1086344,12524,551,0.0227
SPD01007,CAM0166,2024-11-14,62353,1740,48,4507248,72286,2590,0.0279
SPD01008,CAM0166,2024-11-23,109911,1066,17,2776533,25262,2605,0.0097
SPD01009,CAM0166,2025-01-10,174969,1321,18,1124417,6426,851,0.0075
SPD01010,CAM0166,2024-11-28,9348,255,2,4653389,497795,18249,0.0273
SPD01011,CAM0166,2024-12-25,97263,1132,15,3819463,39269,3374,0.0116
SPD01012,CAM0166,2024-11-25,44484,663,15,3902233,87722,5886,0.0149
SPD01013,CAM0167,2023-01-25,101935,758,29,3744928,36738,4941,0.0074
SPD01014,CAM0167,2023-01-23,82071,799,16,4340753,52890,5433,0.0097
SPD01015,CAM0168,2024-07-30,118656,917,,2288295,19285,2495,0.0077
SPD01016,CAM0168,2024-06-08,62561,492,16,2202923,35212,4477,0.0079
SPD01017,CAM0168,2024-06-02,144495,1087,37,3593690,24871,3306,0.0075
SPD01018,CAM0168,2024-07-14,107992,813,36,2450386,22690,3014,0.0075
SPD01019,CAM0168,2024-07-27,58924,546,19,2615739,44392,4791,0.0093
SPD01020,CAM0168,2024-05-25,29705,285,9,2761244,92956,9689,0.0096
SPD01021,CAM0168,2024-06-24,49625,639,,1771558,35699,2772,0.0129
SPD01022,CAM0168,2024-07-06,124332,1062,,4181239,33630,3937,0.0085
SPD01023,CAM0168,2024-07-18,92570,511,23,1632146,17631,3194,0.0055
SPD01024,CAM0169,2023-12-07,7551,149,4,4296218,568960,28834,0.0197
SPD01025,CAM0169,2023-11-09,128880,996,32,2638220,20470,2649,0.0077
SPD01026,CAM0169,2023-11-08,142696,2508,102,1038797,7280,414,0.0176
SPD01027,CAM0169,2023-11-13,197986,2651,63,4777789,24132,1802,0.0134
SPD01028,CAM0169,2023-11-10,178908,3070,32,3158044,17652,1029,0.0172
SPD01029,CAM0170,2023-10-19,191163,2550,93,4263062,22301,1672,0.0133
SPD01030,CAM0170,2023-09-25,75762,1677,18,3642004,48072,2172,0.0221
SPD01031,CAM0170,2023-10-09,177849,5309,59,3813145,21440,718,0.0299
SPD01032,CAM0170,2023-10-27,59082,1394,67,1105396,18710,793,0.0236
SPD01033,CAM0170,2023-10-16,169335,3720,104,4620015,27283,1242,0.0220
SPD01034,CAM0170,2023-10-03,74549,2069,48,3700518,49639,1789,0.0278
SPD01035,CAM0170,2023-10-16,86087,840,31,1231473,14305,1466,0.0098
SPD01036,CAM0170,2023-11-05,124282,2382,56,1124345,9047,472,0.0192
SPD01037,CAM0170,2023-09-12,135790,3826,142,4588803,33793,1199,0.0282
SPD01038,CAM0170,2023-10-18,168524,3194,94,742042,4403,232,0.0190
SPD01039,CAM0171,2022-10-07,9087,148,6,1235454,135958,8348,0.0163
SPD01040,CAM0171,2022-09-06,133022,1682,61,205383,1544,122,0.0126
SPD01041,CAM0171,2022-09-06,70911,598,24,4411024,62205,7376,0.0084
SPD01042,CAM0171,2022-11-10,45642,1316,20,1850269,40539,1406,0.0288
SPD01043,CAM0171,2022-10-25,158413,4428,49,3174870,20042,717,0.0280
SPD01044,CAM0171,2022-10-01,182864,3826,186,1023247,5596,267,0.0209
SPD01045,CAM0171,2022-10-03,84173,1677,46,2905157,34514,1732,0.0199
SPD01046,CAM0171,2022-09-17,184128,4454,118,1873721,10176,421,0.0242
SPD01047,CAM0172,2023-09-16,84952,606,21,4778759,56252,7886,0.0071
SPD01048,CAM0172,2023-09-08,103557,2543,35,4617201,44586,1816,0.0246
SPD01049,CAM0172,2023-09-25,186962,2399,92,4129046,22085,1721,0.0128
SPD01050,CAM0172,2023-09-19,117110,1951,55,4888469,41743,2506,0.0167
SPD01051,CAM0172,2023-08-29,115341,831,38,2235459,19381,2690,0.0072
SPD01052,CAM0172,2023-10-04,139271,1995,91,2660741,19105,1334,0.0143
SPD01053,CAM0172,2023-08-31,107933,879,25,4545368,42113,5171,0.0081
SPD01054,CAM0173,2024-04-03,19246,136,6,1097991,57050,8073,0.0071
SPD01055,CAM0173,2024-03-18,160802,1195,34,2979209,18527,2493,0.0074
SPD01056,CAM0173,2024-02-12,36835,866,34,644766,17504,745,0.0235
SPD01057,CAM0173,2024-03-02,140335,1207,35,2075219,14788,1719,0.0086
SPD01058,CAM0173,2024-02-24,83877,1736,82,4268098,50885,2459,0.0207
SPD01059,CAM0173,2024-03-01,35070,234,10,4560587,130042,19490,0.0067
SPD01060,CAM0173,2024-02-17,69803,705,30,3922997,56201,5565,0.0101
SPD01061,CAM0174,2022-08-06,19589,551,16,1743872,89023,3165,0.0281
SPD01062,CAM0174,2022-07-17,148319,1706,47,1233447,8316,723,0.0115
SPD01063,CAM0174,2022-08-11,43337,905,38,2218986,51203,2452,0.0209
SPD01064,CAM0174,2022-07-08,139090,3274,95,2632999,18930,804,0.0235
SPD01065,CAM0174,2022-07-24,179990,1350,33,2508388,13936,1858,0.0075
SPD01066,CAM0174,2022-08-06,106140,2381,63,3763757,35460,1581,0.0224
SPD01067,CAM0174,2022-07-05,12332,149,3,2739748,222166,18388,0.0121
SPD01068,CAM0174,2022-06-21,174111,3701,102,3175664,18239,858,0.0213
SPD01069,CAM0174,2022-07-04,127659,3454,35,1528038,11970,442,0.0271
SPD01070,CAM0175,2024-11-23,136239,3596,86,4604486,33797,1280,0.0264
SPD01071,CAM0175,2024-11-25,139491,916,22,4924025,35300,5376,0.0066
SPD01072,CAM0175,2024-11-22,125450,2870,60,2741160,21851,955,0.0229
